"AQI_Bucket","PM2.5","AQI"
"Moderate","68.1","107"
"Moderate","60.61","118"
"Satisfactory","54.57","96"
"Satisfactory","46.43","85"
"Satisfactory","44.47","75"
"Moderate","81.08","108"
"Moderate","41.86","134"
"Satisfactory","33.25","61"
"Satisfactory","30.59","53"
"Satisfactory","45.02","67"
"Satisfactory","44.54","81"
"Satisfactory","33.83","83"
"Satisfactory","33.98","75"
"","15.55",""
"Satisfactory","30.57","82"
"Satisfactory","28.19","86"
"Satisfactory","18.78","66"
"","14.6",""
"","11.5",""
"","21.49",""
"Satisfactory","28.82","89"
"Satisfactory","26.78","86"
"Satisfactory","33.62","88"
"Satisfactory","","95"
"","",""
"","35.46",""
"Moderate","43.26","103"
"","44.16",""
"Moderate","31.91","106"
"Moderate","63.95","115"
"Moderate","68.29","157"
"Moderate","82.07","173"
"Moderate","72.83","161"
"Moderate","60.86","118"
"Moderate","50.6","116"
"Moderate","44.02","103"
"Satisfactory","35.78","96"
"Satisfactory","25.56","83"
"Satisfactory","28.29","78"
"Satisfactory","40.2","92"
"Moderate","39.21","116"
"Moderate","43.4","112"
"Moderate","","117"
"","",""
"","",""
"","",""
"","34.1",""
"Satisfactory","34.1","95"
"Satisfactory","34.1","88"
"Satisfactory","34.1","76"
"Satisfactory","34.1","88"
"Satisfactory","34.1","91"
"Moderate","34.1","107"
"Moderate","28.79","118"
"","28.29",""
"Moderate","25.35","115"
"Moderate","22.64","130"
"Moderate","22.13","184"
"Poor","25.23","233"
"Satisfactory","16.29","79"
"Satisfactory","21.38","92"
"Moderate","20.83","105"
"Moderate","26.72","110"
"Moderate","31.5","118"
"Moderate","27.4","119"
"Moderate","29.31","127"
"Moderate","29.82","127"
"Moderate","27.27","111"
"Moderate","24.81","111"
"Satisfactory","22.04","91"
"Moderate","32.23","102"
"Moderate","38.06","142"
"Moderate","42.42","135"
"Moderate","36.33","149"
"Moderate","38.83","138"
"Moderate","30.51","146"
"Moderate","37.34","164"
"Moderate","37.63","125"
"Satisfactory","50","88"
"Satisfactory","54.45","84"
"Moderate","58.92","118"
"Satisfactory","45.26","96"
"","",""
"Moderate","66.73","128"
"Moderate","50.59","109"
"Moderate","78.87","139"
"Moderate","92.75","190"
"Poor","80.91","202"
"Moderate","60.15","114"
"Moderate","72.27","118"
"Moderate","91.49","181"
"Moderate","67.43","168"
"","71.82",""
"Moderate","82.3","159"
"Moderate","90.96","195"
"Poor","112.8","235"
"Poor","89.21","244"
"Poor","101.04","206"
"Poor","99.52","232"
"Poor","108.16","254"
"Poor","105.56","275"
"Poor","104.08","238"
"Poor","79.51","225"
"Poor","87.06","249"
"Poor","98.97","250"
"Poor","75.56","213"
"Poor","133.05","213"
"Poor","126.59","276"
"Poor","71.63","240"
"Moderate","64.19","197"
"Moderate","73.93","142"
"Poor","121.26","246"
"Poor","124.18","295"
"Poor","96.68","226"
"Poor","88.72","226"
"Moderate","70.41","180"
"Moderate","88.45","195"
"Poor","110.96","233"
"Poor","109.77","256"
"Poor","75.66","210"
"Moderate","77.68","171"
"Poor","107.35","211"
"Poor","104.86","252"
"Poor","102.63","244"
"Poor","122.13","275"
"Poor","97.73","251"
"Poor","95.4","208"
"Poor","124.91","257"
"Poor","119.13","275"
"Poor","173.72","270"
"Very Poor","137.56","333"
"Moderate","84.21","193"
"Moderate","90.76","199"
"Poor","102.37","221"
"Poor","152.82","276"
"Poor","90.89","220"
"Poor","247.89","295"
"Poor","70.12","280"
"Moderate","63.22","157"
"Moderate","66.56","185"
"Moderate","76.04","153"
"Poor","112.71","230"
"Poor","120.58","256"
"Very Poor","165.57","305"
"Very Poor","109.53","304"
"Poor","102.04","203"
"Poor","116.2","249"
"Poor","106.23","249"
"Poor","98.1","215"
"Very Poor","161.94","336"
"Poor","101.06","234"
"Poor","119.08","253"
"Poor","136.16","265"
"Poor","89.75","218"
"Moderate","82.61","198"
"Moderate","84.81","187"
"Moderate","89.74","197"
"Moderate","72.32","182"
"Moderate","52.64","121"
"Satisfactory","58.96","93"
"Moderate","52.76","113"
"Satisfactory","43.67","93"
"Satisfactory","54.27","88"
"Satisfactory","43.25","89"
"Moderate","69.9","103"
"Moderate","50.09","153"
"Moderate","85.99","140"
"Moderate","67.74","174"
"Moderate","48.39","130"
"Satisfactory","31.24","96"
"Moderate","50.68","103"
"Moderate","70.37","147"
"Moderate","60.28","154"
"Poor","154.11","242"
"Moderate","75.44","194"
"Poor","102.64","227"
"Moderate","65.88","148"
"Moderate","68.64","174"
"Moderate","81.93","153"
"Poor","82.33","221"
"Poor","89.98","206"
"Poor","106.38","232"
"Poor","80.07","225"
"Moderate","87.46","177"
"Poor","95.36","234"
"Moderate","70.3","183"
"Moderate","78.86","164"
"Moderate","89.46","193"
"Poor","94.76","239"
"Poor","88.44","211"
"Moderate","96.1","198"
"Poor","105.77","260"
"Moderate","83.29","171"
"Moderate","67.74","173"
"Moderate","71.2","141"
"Moderate","52.41","116"
"Moderate","73.67","124"
"Moderate","84.48","190"
"Poor","94.69","223"
"Moderate","84.69","189"
"Moderate","67.67","171"
"Moderate","67.38","148"
"Moderate","84.31","181"
"Moderate","86.57","163"
"Poor","95.31","247"
"Moderate","72.7","171"
"Moderate","67.97","167"
"Moderate","59.22","154"
"Poor","99.61","219"
"Poor","69.6","208"
"Moderate","71.01","177"
"Moderate","79.98","168"
"Moderate","49.84","140"
"Moderate","56.54","132"
"Moderate","116.02","153"
"Very Poor","311.35","305"
"Poor","130.52","291"
"Poor","53.61","208"
"Moderate","61.1","140"
"Moderate","68.06","158"
"Poor","77.44","204"
"Moderate","56.46","140"
"Moderate","61.48","146"
"Moderate","79.69","114"
"Moderate","70.2","156"
"Moderate","73.01","174"
"Poor","107.82","221"
"Poor","103.08","275"
"Moderate","65.08","198"
"Moderate","65.66","167"
"Poor","105.11","223"
"Poor","116.61","254"
"Very Poor","146.31","311"
"Moderate","74.56","180"
"Moderate","49.48","148"
"Moderate","42.24","107"
"Moderate","56.23","130"
"Moderate","55.39","154"
"Moderate","64.1","147"
"Moderate","55.62","118"
"Moderate","51.15","111"
"Moderate","56.89","114"
"Moderate","31.08","105"
"Satisfactory","33.67","98"
"Moderate","44.18","103"
"Satisfactory","30.45","100"
"Satisfactory","32.75","99"
"Moderate","45.01","127"
"Moderate","34.41","113"
"Moderate","42.66","118"
"Moderate","55.22","133"
"Moderate","47.13","126"
"Moderate","43.63","133"
"Moderate","50.2","137"
"Moderate","41","124"
"Moderate","33.6","116"
"Moderate","44.62","113"
"Moderate","41.72","115"
"Moderate","56.15","125"
"Moderate","52.94","146"
"Moderate","40.63","113"
"Moderate","48.33","117"
"Moderate","56.76","139"
"Moderate","56.16","121"
"Moderate","76.01","172"
"Moderate","49.92","140"
"Moderate","46.52","131"
"Moderate","60.9","151"
"Moderate","43.4","140"
"Moderate","54.63","134"
"Moderate","60.99","150"
"Moderate","62.79","181"
"Moderate","55.95","142"
"Moderate","62.98","151"
"Moderate","56.87","145"
"Moderate","45.6","157"
"Moderate","49.85","158"
"Moderate","39.81","127"
"Moderate","48.96","129"
"Moderate","42.24","116"
"Satisfactory","26.2","100"
"Satisfactory","27.64","97"
"Moderate","33.56","124"
"Moderate","37.67","125"
"Moderate","57.56","130"
"Moderate","51.78","153"
"Moderate","54.55","149"
"Moderate","64.1","140"
"Poor","79.58","202"
"Severe","126.39","434"
"Moderate","36.29","185"
"Moderate","96.02","173"
"Moderate","98.88","124"
"Moderate","56.46","157"
"Moderate","55.72","136"
"Moderate","76.08","176"
"Moderate","58.94","179"
"Moderate","56.72","157"
"Moderate","53.42","158"
"Moderate","56.81","147"
"Moderate","65.79","168"
"Moderate","47.86","172"
"Moderate","51.16","150"
"Moderate","60.11","160"
"Moderate","67.36","171"
"Moderate","53.19","176"
"Poor","96.38","250"
"Moderate","55.01","181"
"Moderate","52.1","153"
"Moderate","60.83","137"
"Moderate","55.45","157"
"Moderate","76.41","152"
"Poor","83.35","255"
"Poor","78.39","204"
"Moderate","71.69","194"
"Moderate","70.42","181"
"Moderate","56.88","156"
"Moderate","66.11","161"
"Moderate","54.57","172"
"Moderate","57.33","193"
"Moderate","68.99","160"
"Moderate","75.45","199"
"Moderate","61.93","171"
"Moderate","68.44","169"
"Moderate","56.84","174"
"Moderate","63.49","153"
"Moderate","70.45","169"
"Moderate","64.81","170"
"Moderate","59.09","146"
"Moderate","50.38","138"
"Moderate","71.04","150"
"Very Poor","116.5","379"
"Poor","69.06","265"
"Moderate","79.44","190"
"Poor","79.41","210"
"Moderate","59.58","189"
"Moderate","69.5","132"
"Poor","83.02","220"
"Moderate","49.28","160"
"Satisfactory","45.19","100"
"Moderate","49.5","118"
"Moderate","73.33","169"
"Poor","84.79","285"
"Poor","92.4","269"
"Poor","70.52","264"
"Moderate","62.62","155"
"Moderate","54.54","128"
"Moderate","79.91","161"
"Moderate","58.91","162"
"Moderate","51.15","111"
"Moderate","83.77","160"
"Moderate","71.26","173"
"Moderate","69.38","156"
"Moderate","60.2","132"
"Satisfactory","52.05","100"
"Satisfactory","46.38","90"
"Satisfactory","53.68","94"
"Moderate","54.1","155"
"Moderate","77.05","123"
"Moderate","73.53","135"
"Moderate","92.72","153"
"Moderate","42.08","151"
"Satisfactory","42.91","94"
"Satisfactory","45.51","89"
"Moderate","79.95","154"
"Moderate","51.39","155"
"Moderate","62.56","141"
"Moderate","61.82","154"
"Moderate","61.97","157"
"Moderate","53.08","136"
"Moderate","51.71","108"
"Moderate","66.31","142"
"Satisfactory","27.49","90"
"Satisfactory","26.18","60"
"Satisfactory","25.63","62"
"Satisfactory","39.39","86"
"Satisfactory","20.77","67"
"Moderate","70.35","134"
"Satisfactory","25.27","83"
"Satisfactory","35.41","81"
"Moderate","61.42","130"
"Satisfactory","22.64","89"
"Satisfactory","25.16","57"
"Satisfactory","35.17","73"
"Satisfactory","31.45","66"
"Moderate","55.96","114"
"Moderate","52.41","132"
"Moderate","48.42","117"
"Moderate","50.68","115"
"Moderate","44.09","107"
"Moderate","53.4","114"
"Moderate","63.97","147"
"Moderate","68.84","158"
"Moderate","68.51","165"
"Moderate","61.58","154"
"Moderate","60.62","153"
"Moderate","50.47","129"
"Moderate","54.87","113"
"Moderate","51.27","118"
"Satisfactory","28.7","93"
"Satisfactory","34.8","69"
"Satisfactory","37.53","79"
"Satisfactory","26.76","79"
"Satisfactory","35.63","82"
"Satisfactory","51.3","100"
"Moderate","73.24","158"
"Moderate","38.92","115"
"Satisfactory","32.28","61"
"Satisfactory","33.39","74"
"Satisfactory","25.88","75"
"Satisfactory","28.61","74"
"Satisfactory","29.54","79"
"Satisfactory","39.29","84"
"Satisfactory","28.67","69"
"Satisfactory","29.88","87"
"Satisfactory","29.4","70"
"Satisfactory","34.97","75"
"Satisfactory","42.25","100"
"Moderate","44.1","157"
"Satisfactory","28.57","100"
"Moderate","44.67","111"
"Moderate","38.23","127"
"Satisfactory","31.62","79"
"Satisfactory","28.93","80"
"Satisfactory","30.21","60"
"Satisfactory","34.05","68"
"Satisfactory","45.64","94"
"Moderate","45.95","122"
"Satisfactory","36.89","90"
"Satisfactory","29.7","89"
"Satisfactory","20.31","59"
"Satisfactory","32.94","68"
"Satisfactory","33.66","80"
"Satisfactory","36.18","90"
"Satisfactory","45.9","96"
"Moderate","47.34","104"
"Moderate","47.33","103"
"Satisfactory","43.96","99"
"Satisfactory","44.71","93"
"Moderate","48.12","105"
"Moderate","49.52","108"
"Moderate","48.99","120"
"Moderate","47.7","148"
"Satisfactory","17.46","81"
"Satisfactory","15.78","54"
"Satisfactory","22","62"
"Satisfactory","39.67","91"
"Moderate","52.7","135"
"Moderate","53.34","133"
"Moderate","57.85","134"
"Moderate","55.11","174"
"Moderate","50.9","151"
"Moderate","47.8","128"
"Moderate","52.83","125"
"Moderate","41.04","125"
"Moderate","42.35","101"
"Moderate","46.05","101"
"Moderate","46.46","103"
"Moderate","44.93","118"
"Moderate","44.43","116"
"Moderate","49.14","109"
"Moderate","69.46","121"
"Moderate","71.12","178"
"Moderate","61.36","137"
"Moderate","59.86","130"
"Moderate","65.77","142"
"Moderate","66","152"
"Moderate","85.38","195"
"Moderate","58.16","151"
"Moderate","67.49","149"
"Moderate","78.42","151"
"Moderate","72.99","180"
"Moderate","74.69","185"
"Moderate","60.43","163"
"Moderate","51.98","117"
"Moderate","59.1","135"
"Moderate","55.75","139"
"Moderate","62.72","146"
"Moderate","69.35","160"
"Moderate","80.31","186"
"Poor","92.86","212"
"Poor","80.37","219"
"Poor","60.99","218"
"Moderate","71.04","195"
"Moderate","63.12","194"
"Moderate","49.51","142"
"Moderate","79.78","169"
"Moderate","44.83","120"
"Moderate","74.94","145"
"Moderate","74.51","141"
"Poor","106.88","250"
"Poor","108.86","243"
"Poor","99.02","258"
"Moderate","60.18","175"
"Moderate","70.21","164"
"Poor","73.57","202"
"Moderate","56.53","139"
"Moderate","84.76","158"
"Poor","87.76","210"
"Moderate","77.87","193"
"Moderate","67.8","184"
"Moderate","59.2","132"
"Moderate","68.34","159"
"Moderate","87.81","161"
"Poor","72.61","201"
"Moderate","70.4","175"
"Moderate","74.86","157"
"Poor","92.15","220"
"Moderate","63.6","176"
"Moderate","67.29","149"
"Moderate","82.51","175"
"Moderate","73.02","198"
"Moderate","69.45","159"
"Moderate","73.56","180"
"Moderate","71.73","184"
"Moderate","71.78","184"
"Moderate","59.35","154"
"Moderate","62.76","143"
"Moderate","74.1","173"
"Moderate","55.16","163"
"Moderate","62.2","158"
"Moderate","74.88","168"
"Moderate","74.13","185"
"Moderate","63.82","162"
"Moderate","55.57","127"
"Satisfactory","42.72","94"
"Satisfactory","32.37","88"
"Satisfactory","37.28","80"
"Moderate","37.75","163"
"Moderate","38.53","109"
"Moderate","42.37","108"
"Moderate","64.83","163"
"Poor","86.29","205"
"Poor","110.36","244"
"Poor","65.08","201"
"Moderate","63.37","154"
"Moderate","62.08","144"
"Moderate","54.27","135"
"Moderate","54.98","122"
"Poor","96.51","214"
"Poor","87.99","212"
"Poor","90.45","213"
"Poor","98.76","238"
"Poor","135.19","239"
"Poor","113.17","275"
"Moderate","76.03","173"
"Poor","98.19","232"
"Poor","65.04","203"
"Moderate","63.41","134"
"Moderate","98.16","196"
"Moderate","50.19","179"
"Moderate","70.88","123"
"Moderate","65.03","158"
"Moderate","65.24","141"
"Moderate","50.08","126"
"Moderate","70.83","130"
"Moderate","68","174"
"Moderate","49.54","144"
"Moderate","58.11","122"
"Moderate","58.36","175"
"Moderate","68.19","131"
"Moderate","76.46","191"
"Poor","93.52","243"
"Moderate","64.56","176"
"Moderate","60.48","124"
"Moderate","44.36","131"
"Satisfactory","44.62","99"
"Moderate","52.33","109"
"Moderate","37.73","129"
"Satisfactory","43.55","89"
"Satisfactory","46.7","89"
"Moderate","56.01","118"
"Moderate","47.51","130"
"Moderate","42.38","115"
"Satisfactory","35.72","100"
"Moderate","51.65","102"
"Moderate","60","138"
"Moderate","67.4","159"
"Moderate","58.23","182"
"Moderate","59.43","151"
"Moderate","54.13","151"
"Moderate","52.17","130"
"Moderate","50.76","127"
"Moderate","48.6","115"
"Moderate","52.06","128"
"Moderate","45.82","115"
"Moderate","47.75","107"
"Moderate","45.85","108"
"Satisfactory","42.63","97"
"Moderate","51.51","115"
"Satisfactory","39.78","98"
"Moderate","48.23","102"
"Moderate","43.89","112"
"Moderate","54.38","130"
"Moderate","54.54","124"
"Moderate","54.38","130"
"Satisfactory","41.39","100"
"Satisfactory","35.97","93"
"Moderate","41.39","113"
"Moderate","42.61","105"
"Moderate","39.97","107"
"Satisfactory","42.89","85"
"Satisfactory","38.31","100"
"Moderate","42.41","104"
"Moderate","43.88","103"
"Satisfactory","42.81","100"
"Moderate","47.99","107"
"Moderate","36.58","102"
"Satisfactory","38.07","89"
"Moderate","40.68","112"
"Satisfactory","38.52","98"
"Moderate","42.31","102"
"Moderate","36.68","111"
"Satisfactory","41.91","96"
"Moderate","48.61","111"
"Moderate","46.44","105"
"Moderate","42.19","108"
"Satisfactory","34.03","90"
"Satisfactory","32.24","92"
"Moderate","33.98","109"
"Moderate","35.79","109"
"Moderate","36.6","107"
"Moderate","39.76","101"
"Moderate","48.81","121"
"Moderate","35.71","101"
"Satisfactory","34.26","90"
"Moderate","39.05","101"
"Moderate","39.88","112"
"Moderate","36.97","101"
"Moderate","42.6","110"
"Moderate","46.27","128"
"Moderate","49.69","142"
"Moderate","45.29","132"
"Moderate","46.08","116"
"Moderate","41.4","109"
"Moderate","40.71","109"
"Moderate","44.59","125"
"Moderate","44.88","128"
"Moderate","48.68","144"
"Moderate","38.72","137"
"Moderate","47.59","132"
"Severe","92.68","457"
"Moderate","55.19","199"
"Moderate","54.01","140"
"Moderate","53.6","138"
"Poor","72.04","258"
"Moderate","52.49","194"
"Moderate","47.63","121"
"Moderate","55.41","124"
"Moderate","44.23","164"
"Satisfactory","25.64","82"
"Satisfactory","28.96","86"
"Moderate","36.19","102"
"Moderate","35.66","122"
"Moderate","41.23","124"
"Moderate","49.55","119"
"Moderate","61.69","154"
"Moderate","56.24","157"
"Moderate","58.99","135"
"Moderate","76.51","181"
"Moderate","53.95","151"
"Moderate","62.44","142"
"Moderate","64.2","143"
"Moderate","59.3","153"
"Moderate","62.23","156"
"Moderate","73.33","166"
"Moderate","58.09","149"
"Moderate","50.37","124"
"Moderate","48.16","117"
"Moderate","52.53","138"
"Moderate","60.4","134"
"Moderate","90.69","183"
"Poor","92.16","218"
"Moderate","54.87","156"
"Moderate","57.35","138"
"Poor","72.52","206"
"Moderate","47.42","121"
"Satisfactory","47.02","100"
"Moderate","108.94","184"
"Very Poor","84.33","343"
"Moderate","78.42","199"
"Moderate","41.98","169"
"Moderate","41.69","104"
"Moderate","46.85","107"
"Moderate","44.41","105"
"Moderate","42.93","105"
"Satisfactory","39.78","96"
"Satisfactory","48.64","97"
"Moderate","44","120"
"Satisfactory","39.45","98"
"Moderate","47.64","111"
"Moderate","44.35","134"
"Moderate","48.91","109"
"Moderate","49.88","103"
"Moderate","53.88","117"
"Moderate","56.82","116"
"Moderate","50.89","121"
"Moderate","63.32","148"
"Moderate","68.86","166"
"Moderate","65.03","175"
"Moderate","57.23","145"
"Moderate","72.96","158"
"Moderate","58.91","154"
"Moderate","52.86","137"
"Moderate","60.95","135"
"Moderate","47.08","125"
"Satisfactory","40.69","95"
"Satisfactory","26.57","85"
"Satisfactory","38.09","88"
"Satisfactory","44.52","100"
"Satisfactory","39.03","85"
"Moderate","44.82","101"
"Moderate","27.33","101"
"Satisfactory","21.31","88"
"Satisfactory","28.24","78"
"Satisfactory","38.46","91"
"Moderate","48.53","123"
"Moderate","42.39","135"
"Satisfactory","28.09","100"
"Satisfactory","35.62","100"
"Moderate","40.64","102"
"Moderate","76.2","172"
"Moderate","48.84","168"
"Moderate","37.33","109"
"Satisfactory","41.72","98"
"Moderate","34.07","102"
"Moderate","41.85","104"
"Moderate","44.32","107"
"Satisfactory","33.27","87"
"Satisfactory","30.64","69"
"Satisfactory","30.69","79"
"Satisfactory","29.18","66"
"Satisfactory","38.76","83"
"Moderate","48.45","104"
"Moderate","45.66","109"
"Moderate","46.92","120"
"Moderate","41.91","103"
"Satisfactory","41.74","95"
"Satisfactory","41.8","96"
"Satisfactory","47.34","96"
"Moderate","52.69","119"
"Moderate","46.04","103"
"Satisfactory","40.92","98"
"Satisfactory","34.56","68"
"Satisfactory","39.77","81"
"Satisfactory","37.12","81"
"Satisfactory","32.6","80"
"Satisfactory","33.02","71"
"Satisfactory","28.53","67"
"Satisfactory","21.37","61"
"Satisfactory","23.7","62"
"Satisfactory","28.4","73"
"Satisfactory","21.79","58"
"Satisfactory","16.61","59"
"Satisfactory","18.98","56"
"Satisfactory","24.33","72"
"Satisfactory","27.44","66"
