"AQI_Bucket","PM2.5","AQI"
"Satisfactory","14.94","73"
"Satisfactory","12.09","57"
"Satisfactory","15.09","56"
"Satisfactory","18.6","64"
"Satisfactory","15.04","67"
"Satisfactory","16.9","64"
"Satisfactory","17.28","70"
"Good","8.39","49"
"Good","8.32","40"
"Good","9.62","42"
"Good","8.33","41"
"Good","10.46","50"
"Satisfactory","16.15","64"
"Satisfactory","17.62","68"
"Satisfactory","24.77","72"
"Satisfactory","32.11","96"
"Satisfactory","35.13","99"
"Satisfactory","45.48","93"
"Moderate","54.08","112"
"Satisfactory","21.6","90"
"Satisfactory","39.03","89"
"Moderate","39.11","118"
"Moderate","49.37","110"
"Moderate","42.92","112"
"Moderate","55.33","117"
"Moderate","50.61","116"
"Moderate","49.19","121"
"Moderate","56.89","135"
"Moderate","62.55","135"
"Satisfactory","28.56","99"
"Satisfactory","15.09","86"
"Satisfactory","17.75","81"
"Satisfactory","17.92","76"
"Satisfactory","17.85","72"
"Satisfactory","30.71","87"
"Satisfactory","20.04","82"
"Satisfactory","25.58","69"
"Moderate","39.09","105"
"Satisfactory","53.5","92"
"Moderate","56.28","113"
"Satisfactory","40.81","97"
"Satisfactory","25.37","81"
"Satisfactory","16.55","77"
"Satisfactory","11.99","57"
"Satisfactory","20.09","71"
"Satisfactory","28.41","78"
"Satisfactory","36.96","79"
"Moderate","52.87","105"
"Satisfactory","19.26","84"
"Satisfactory","12.19","57"
"Satisfactory","27.12","82"
"Satisfactory","49.51","97"
"Moderate","57.72","108"
"Moderate","69.7","134"
"Moderate","64.9","140"
"Moderate","62.54","128"
"Moderate","69.75","131"
"Moderate","77.05","149"
"Moderate","70.89","149"
"Moderate","72.13","140"
"Moderate","90.92","184"
"Poor","91.86","209"
"Poor","92.37","209"
"Poor","87.03","208"
"Moderate","82.21","184"
"Moderate","82.78","176"
"Moderate","89.06","190"
"Moderate","83.45","193"
"Moderate","73.81","173"
"Moderate","71.95","146"
"Moderate","81.38","163"
"Moderate","87.36","186"
"Poor","94.89","212"
"Moderate","64.67","174"
"Moderate","39.87","115"
"Satisfactory","49.87","99"
"Moderate","65.29","111"
"Moderate","83.28","180"
"Moderate","70.54","154"
"Moderate","88.13","174"
"Poor","82.73","205"
"Moderate","82.73","171"
"Moderate","95.77","198"
"Poor","95.21","229"
"Poor","72.43","203"
"Moderate","50.06","110"
"Moderate","69.63","128"
"Moderate","89.46","180"
"Moderate","80.42","191"
"Moderate","73.92","164"
"Moderate","75.17","164"
"Moderate","94.27","187"
"Poor","94.04","212"
"Poor","94.72","225"
"Poor","94.33","214"
"Poor","122.89","250"
"Poor","134.32","283"
"Poor","87.5","268"
"Moderate","88.03","184"
"Moderate","75.77","167"
"Moderate","75.81","160"
"Moderate","86.42","181"
"Moderate","65.76","159"
"Moderate","104.06","194"
"Poor","107.87","260"
"Poor","93.64","221"
"Poor","94.05","225"
"Poor","91.04","229"
"Moderate","70.2","157"
"Moderate","87.2","177"
"Moderate","64.97","166"
"Moderate","59.98","122"
"Moderate","65.06","127"
"Moderate","76.71","151"
"Poor","98.12","211"
"Moderate","68.39","178"
"Satisfactory","36.33","100"
"Satisfactory","30.53","97"
"Satisfactory","34.16","90"
"Satisfactory","51","93"
"Moderate","87.28","160"
"Poor","96.1","213"
"Poor","89.26","205"
"Poor","96.99","227"
"Moderate","78.69","192"
"Moderate","87.78","196"
"Moderate","73.57","172"
"Moderate","91.57","182"
"Poor","103.35","253"
"Moderate","57.22","183"
"Satisfactory","25.47","94"
"Satisfactory","19.77","85"
"Moderate","52.66","123"
"Moderate","65.97","145"
"Moderate","72.14","154"
"Moderate","80.79","183"
"Moderate","83.47","192"
"Moderate","77.73","178"
"Moderate","60.91","151"
"Moderate","47.67","138"
"Moderate","49.35","129"
"Moderate","68.47","133"
"Moderate","68.29","142"
"Moderate","56.58","134"
"Moderate","60.95","130"
"Moderate","60.53","136"
"Moderate","67.91","144"
"Moderate","58.14","141"
"Moderate","53.27","141"
"Moderate","68.93","147"
"Poor","102.48","234"
"Poor","88.15","217"
"Poor","92.5","224"
"Moderate","62.8","175"
"Moderate","39.37","110"
"Moderate","65.93","121"
"Moderate","77.63","185"
"Moderate","84.7","176"
"Moderate","48.01","170"
"Moderate","41.03","130"
"Moderate","51.74","136"
"Moderate","77.61","173"
"Moderate","74.98","193"
"Moderate","43.39","125"
"Moderate","52.18","123"
"Moderate","43.68","127"
"Moderate","36.73","118"
"Moderate","32.59","108"
"Moderate","20.15","102"
"Moderate","24.45","107"
"Moderate","27","122"
"Moderate","35.03","121"
"Moderate","40.47","128"
"Satisfactory","16.04","88"
"Satisfactory","18.59","80"
"Satisfactory","23.81","84"
"Moderate","30.33","117"
"Moderate","49.84","143"
"Moderate","57.99","154"
"Moderate","78.54","191"
"Moderate","52.03","167"
"Moderate","30.33","113"
"Satisfactory","21.08","91"
"Satisfactory","20.14","82"
"Satisfactory","16.75","67"
"Satisfactory","23.48","66"
"Satisfactory","35.58","86"
"Satisfactory","30.86","91"
"Satisfactory","27.82","71"
"Satisfactory","24.81","70"
"Satisfactory","28.14","78"
"Satisfactory","23.43","78"
"Satisfactory","23.57","77"
"Satisfactory","25.36","69"
"Satisfactory","20.08","63"
"Satisfactory","26.27","78"
"Satisfactory","24.33","85"
"Satisfactory","24.7","83"
"Satisfactory","27.36","78"
"Satisfactory","20.82","67"
"Satisfactory","24.1","62"
"Satisfactory","29.52","93"
"Satisfactory","28.3","95"
"Satisfactory","25.89","87"
"Satisfactory","29.54","81"
"Satisfactory","28.26","86"
"Satisfactory","25.58","79"
"Satisfactory","26.89","87"
"Satisfactory","26.61","85"
"Satisfactory","20.55","75"
"Satisfactory","20.54","73"
"Satisfactory","18.48","70"
"Satisfactory","19.99","74"
"Satisfactory","25.7","82"
"Satisfactory","18.64","76"
"Satisfactory","18.03","61"
"Satisfactory","19.8","67"
"Satisfactory","20.82","58"
"Satisfactory","16.78","57"
"Satisfactory","19.05","63"
"Satisfactory","17.23","60"
"Satisfactory","19.82","60"
"Satisfactory","21.01","77"
"Satisfactory","20.8","68"
"Satisfactory","15.53","61"
"Satisfactory","13.15","53"
"Satisfactory","12.02","53"
"Good","11.51","47"
"Satisfactory","11.2","51"
"Satisfactory","12.09","61"
"Satisfactory","14.3","65"
"Satisfactory","15.26","69"
"Satisfactory","14.21","67"
"Satisfactory","13.08","70"
"Satisfactory","16.85","75"
"Satisfactory","13.72","81"
"Satisfactory","14.67","74"
"Satisfactory","15.23","65"
"Satisfactory","17.67","70"
"Satisfactory","30.44","79"
"Moderate","29.74","119"
"Satisfactory","21.3","86"
"Satisfactory","15.36","74"
"Satisfactory","14.14","66"
"Satisfactory","16.44","57"
"Satisfactory","14.78","51"
"Satisfactory","15.18","55"
"Satisfactory","12.33","55"
"Satisfactory","11.81","54"
"Satisfactory","12.64","57"
"Satisfactory","11.7","59"
"Satisfactory","12.21","56"
"Good","7.33","50"
"Good","10.08","49"
"Satisfactory","8.99","53"
"Good","17.27","48"
"Satisfactory","21.94","52"
"Good","8.38","50"
"Good","20.53","48"
"Satisfactory","11.26","66"
"Good","9.38","46"
"Good","10.85","49"
"Good","8.92","50"
"Good","8.93","47"
"Good","10.43","48"
"Good","9","48"
"Satisfactory","10.46","52"
"Satisfactory","10.36","54"
"Satisfactory","9.87","51"
"Good","10.58","49"
"Satisfactory","9.59","54"
"Good","6.62","46"
"Good","7.46","50"
"Satisfactory","14.69","58"
"Satisfactory","11.97","61"
"Satisfactory","9.27","55"
"Satisfactory","12.61","51"
"Satisfactory","9.56","59"
"Satisfactory","8.73","55"
"Satisfactory","11.84","59"
"Satisfactory","13.82","57"
"Satisfactory","18.04","64"
"Satisfactory","12.33","64"
"Satisfactory","7.88","54"
"Satisfactory","4.66","54"
"Satisfactory","3.84","53"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","100.96",""
"","71.2",""
"Moderate","74.28","154"
"Moderate","118.5","156"
"Poor","99.12","222"
"Poor","107.03","257"
"Poor","111","246"
"Poor","107.48","282"
"Poor","121.5","234"
"","",""
"","",""
"","",""
"","",""
"","",""
"","68.34",""
"Moderate","87.82","165"
"Moderate","95.74","193"
"Poor","170","259"
"","116.35",""
"","83.8",""
"Poor","98.72","214"
"Poor","128.72","260"
"Very Poor","120.64","312"
"Poor","119.64","274"
"","197.17",""
"Poor","125.35","294"
"Very Poor","136.26","313"
"Very Poor","201","306"
"Moderate","66.43","145"
"Moderate","66.17","137"
"Moderate","116.88","196"
"Very Poor","192","306"
"Poor","114.42","253"
"Very Poor","132.89","311"
"Poor","124.45","270"
"Very Poor","128.25","305"
"Very Poor","170.54","330"
"Very Poor","217.82","355"
"Very Poor","211.84","377"
"Very Poor","183.37","354"
"Very Poor","217.98","361"
"Very Poor","225.05","367"
"Very Poor","214.09","385"
"Very Poor","200.98","374"
"Very Poor","240.12","375"
"Very Poor","249.21","392"
"Severe","279.32","402"
"Severe","222.41","407"
"Very Poor","238.43","388"
"Very Poor","195.85","362"
"Very Poor","275.71","394"
"Severe","315.16","441"
"Severe","422.92","447"
"Severe","273.82","407"
"Severe","305.56","422"
"Severe","281.76","426"
"Severe","253.51","436"
"Very Poor","240.39","389"
"Very Poor","199.25","381"
"Very Poor","119.5","348"
"Very Poor","221.33","365"
"Very Poor","247.61","394"
"Very Poor","189.19","395"
"Very Poor","160.84","309"
"Very Poor","230.61","359"
"Severe","242.71","416"
"Very Poor","174.18","358"
"Very Poor","186.38","343"
"Very Poor","198.38","359"
"Very Poor","169.68","344"
"Very Poor","150.2","329"
"Very Poor","194.92","336"
"Very Poor","276.74","381"
"Severe","250.54","431"
"Very Poor","207.56","387"
"Very Poor","208.42","353"
"Severe","272.46","405"
"Severe","321.28","415"
"Severe","283.03","463"
"Severe","322.19","412"
"Severe","645.5","490"
"Severe","299.25","423"
"Severe","296.46","444"
"Severe","281.18","428"
"Severe","284.03","430"
"Severe","255.32","405"
"Very Poor","218.97","379"
"Very Poor","324.5","390"
"Severe","364.83","477"
"Severe","391.47","498"
"Severe","498.75","507"
"Severe","498.02","586"
"Severe","553.63","619"
"Severe","454.15","598"
"Severe","406.49","522"
"Severe","361.88","501"
"Severe","373.44","490"
"Severe","451.4","542"
"Severe","290.05","488"
"Severe","260.51","414"
"Very Poor","196.61","383"
"Very Poor","156.03","330"
"Very Poor","234.13","366"
"Severe","301.41","417"
"Severe","355.4","456"
"Severe","412.87","512"
"Severe","312.14","502"
"Very Poor","195.43","393"
"Very Poor","190.89","341"
"Very Poor","194.96","364"
"Very Poor","211.12","357"
"Very Poor","184.21","347"
"Very Poor","167.6","354"
"Very Poor","159.71","328"
"Very Poor","269.74","346"
"Severe","302.58","454"
"Severe","335.55","440"
"Severe","298.3","468"
"Severe","248.62","424"
"Very Poor","272.65","395"
"Severe","309.87","443"
"Severe","337.37","463"
"Severe","345.73","453"
"Severe","239.65","458"
"Very Poor","212.25","368"
"Very Poor","102.21","320"
"Poor","148.58","280"
"Very Poor","365","333"
"","",""
"","",""
"","",""
"","193.44",""
"Very Poor","194.24","359"
"Very Poor","248.22","374"
"Very Poor","181.54","373"
"Very Poor","223.92","361"
"Very Poor","189.19","362"
"Very Poor","196.19","359"
"Very Poor","198.92","350"
"","115.71",""
"Very Poor","116.36","303"
"Poor","94.58","222"
"Poor","122.07","272"
"Very Poor","130.5","301"
"Moderate","63.6","148"
"Moderate","96.72","157"
"Very Poor","131.62","301"
"Very Poor","161.57","322"
"Very Poor","112.65","306"
"Poor","113.99","269"
"Poor","127.13","298"
"Very Poor","146.86","317"
"Very Poor","91.83","320"
"Very Poor","144.07","303"
"Very Poor","180.16","343"
"Very Poor","175.65","327"
"Very Poor","247.52","390"
"Very Poor","205","376"
"Poor","94.47","210"
"Moderate","51.77","156"
"Moderate","82.68","155"
"Moderate","79.5","174"
"","66.46",""
"Poor","73.38","216"
"Moderate","32","125"
"Moderate","61.64","170"
"Poor","102.93","240"
"Poor","104.17","241"
"Moderate","80.08","157"
"Very Poor","155.15","314"
"Poor","66.5","280"
"","",""
"Moderate","84.45","193"
"Satisfactory","41.42","100"
"Moderate","142.92","176"
"","165.42",""
"","122.33",""
"Very Poor","142.83","322"
"Very Poor","151.61","314"
"Moderate","72.89","199"
"Moderate","81.45","139"
"Very Poor","147.27","302"
"Very Poor","135.87","316"
"Moderate","52.08","183"
"Satisfactory","68.82","91"
"Poor","116.43","289"
"Moderate","91.12","198"
"Poor","95.61","222"
"Poor","56","211"
"Moderate","64.36","108"
"Moderate","59.97","144"
"Moderate","63.68","140"
"Moderate","67.83","152"
"Moderate","68.21","147"
"Moderate","55.92","148"
"Moderate","50.42","166"
"Moderate","79.44","131"
"","70.25",""
"Poor","119.91","285"
"Poor","66.73","226"
"Moderate","66.36","155"
"Moderate","64.81","165"
"Moderate","89.45","194"
"Moderate","60.25","170"
"Moderate","66.23","134"
"Moderate","112.04","182"
"Poor","64","280"
"Moderate","62.5","104"
"Moderate","65.06","112"
"Poor","139","262"
"Very Poor","103.2","329"
"Poor","112.71","269"
"Poor","107.22","225"
"Poor","94.3","263"
"Very Poor","113.64","305"
"Poor","105.17","252"
"Moderate","69.21","157"
"Moderate","77.02","147"
"Poor","118.74","262"
"Poor","74.61","233"
"Poor","98.17","230"
"Moderate","76.96","141"
"Poor","115.88","215"
"Poor","62.22","215"
"Moderate","65.42","150"
"Moderate","59.59","147"
"Moderate","63.54","134"
"Moderate","58.5","137"
"Moderate","64.47","141"
"Moderate","70.67","109"
"Moderate","49.74","132"
"Moderate","41.25","115"
"Moderate","39.84","104"
"Satisfactory","44.05","68"
"Poor","91.96","221"
"Moderate","61.75","126"
"Moderate","59.26","137"
"Moderate","64.21","141"
"Poor","110.88","219"
"Poor","150.08","259"
"Severe","415.43","494"
"Poor","66.17","264"
"Moderate","86.67","180"
"Moderate","81.11","182"
"Moderate","68.89","147"
"Moderate","73.5","155"
"Poor","169.52","244"
"Poor","66.58","271"
"Moderate","56.37","128"
"Satisfactory","56.57","95"
"","37.5",""
"Poor","95.61","235"
"Moderate","77.65","150"
"","50",""
"","84",""
"","",""
"","53.5",""
"","60.29",""
"Moderate","74.71","134"
"","43.67",""
"","48",""
"","43.61",""
"Moderate","45.75","119"
"Moderate","47.5","121"
"Moderate","46.67","123"
"Moderate","39.48","128"
"Moderate","67.86","102"
"Moderate","48.93","139"
"Satisfactory","57.6","80"
"Poor","96.77","238"
"Moderate","68.22","127"
"Poor","83.29","202"
"Moderate","43.12","139"
"Satisfactory","45.54","85"
"","40.3",""
"Moderate","36.96","136"
"Moderate","32.14","130"
"","36",""
"Moderate","37.95","127"
"Moderate","44.45","146"
"Moderate","43","157"
"Satisfactory","49.11","94"
"","34.4",""
"Moderate","39.08","137"
"Moderate","35","117"
"Moderate","32","113"
"","47.58",""
"Moderate","59.33","140"
"Moderate","40.91","128"
"","38",""
"","36.25",""
"Moderate","37.83","124"
"Moderate","42.11","122"
"Moderate","49.88","117"
"Moderate","58.33","108"
"Satisfactory","56.72","94"
"Satisfactory","43.43","81"
"","43.1",""
"Moderate","46","179"
"Moderate","42.62","124"
"Satisfactory","40.43","65"
"Satisfactory","64.13","95"
"Satisfactory","44.97","88"
"Satisfactory","54.18","86"
"Satisfactory","53","93"
"Satisfactory","41.62","84"
"Poor","191.41","228"
"Poor","30.09","294"
"Satisfactory","26.99","73"
"Moderate","68.36","166"
"Moderate","78.82","153"
"Moderate","26.13","111"
"Satisfactory","33.32","60"
"Moderate","46.89","134"
"Moderate","80.32","185"
"Moderate","24.8","123"
"Satisfactory","35.8","63"
"Satisfactory","36.83","65"
"Moderate","92.47","189"
"Moderate","53.8","135"
"Moderate","29.83","116"
"Moderate","31.27","119"
"Moderate","26","124"
"Moderate","39.17","102"
"Moderate","55.21","124"
"Moderate","41.88","126"
"Moderate","25.35","106"
"Moderate","45.04","103"
"Moderate","65.56","133"
"Moderate","83.62","125"
"Moderate","47.9","166"
"Satisfactory","38.57","73"
"Satisfactory","36.43","72"
"Satisfactory","54.38","84"
"Moderate","42.94","120"
"Moderate","51.75","127"
"Moderate","35.06","133"
"Satisfactory","38.8","99"
"Moderate","26.06","113"
"Satisfactory","45.36","62"
"Moderate","76.12","142"
"Moderate","43.17","144"
"Moderate","81.48","158"
"Poor","99.07","202"
"Moderate","48.54","135"
"Poor","97.21","204"
"Poor","91.08","214"
"Satisfactory","31.62","84"
"Moderate","40.96","155"
"Moderate","40.93","124"
"Moderate","87.32","186"
"Moderate","97.75","194"
"Moderate","35.55","110"
"Moderate","89.06","168"
"Moderate","61.78","138"
"","51",""
"Moderate","71.62","192"
"Moderate","38.36","105"
"Moderate","47.46","126"
"Moderate","36.96","117"
"Moderate","120.7","152"
"","39",""
"Moderate","51.86","134"
"Moderate","79.44","187"
"Satisfactory","35.66","95"
"Poor","105.85","201"
"Moderate","52.04","146"
"Moderate","296.42","102"
"Very Poor","121.02","393"
"Poor","91.71","207"
"Poor","115.54","241"
"Poor","69","258"
"Moderate","65.46","162"
"Moderate","48.71","104"
"Satisfactory","","92"
"","70.85",""
"","60.92",""
"Moderate","103.94","195"
"Very Poor","114.1","302"
"Poor","133.66","284"
"Very Poor","133.25","310"
"Poor","","243"
"","91.42",""
"","161.25",""
"Very Poor","122.43","309"
"Poor","112.42","287"
"Poor","112","276"
"Poor","116.23","273"
"Very Poor","149.04","322"
"Poor","131.05","284"
"Very Poor","163.83","313"
"Very Poor","195.54","364"
"Very Poor","160.62","337"
"Very Poor","144.73","319"
"Very Poor","191.33","319"
"Severe","372.28","423"
"Severe","415.99","573"
"Severe","173.54","410"
"Very Poor","156.08","334"
"Very Poor","136.93","310"
"Very Poor","221.38","308"
"Severe","555.33","476"
"","129.5",""
"Very Poor","177.99","331"
"Very Poor","262.44","381"
"Severe","335.78","440"
"Severe","211.3","469"
"Very Poor","176.06","351"
"Very Poor","211.58","356"
"Very Poor","179.71","365"
"Very Poor","150.36","330"
"Very Poor","144.75","323"
"Very Poor","154.15","326"
"Very Poor","256.14","360"
"Very Poor","244.5","392"
"Very Poor","204.53","399"
"Severe","292.92","421"
"Severe","293.74","414"
"Severe","265.52","429"
"Severe","199.17","405"
"Very Poor","254.83","397"
"Severe","282.43","402"
"Severe","279.68","422"
"Severe","404.21","460"
"Severe","376.52","482"
"Severe","461.53","525"
"Severe","322.79","538"
"Severe","213.92","407"
"Very Poor","192.35","360"
"Very Poor","251.92","391"
"Very Poor","188.04","362"
"Very Poor","278.25","379"
"Severe","238.16","415"
"Very Poor","196.16","381"
"Very Poor","175.96","356"
"Very Poor","207.79","355"
"Very Poor","201.17","362"
"Very Poor","152.52","340"
"Very Poor","207.5","328"
"Very Poor","188.93","362"
"","276.92",""
"Very Poor","246.42","390"
"Severe","238.56","408"
"","284.71",""
"Severe","392.31","472"
"Very Poor","197.94","359"
"Very Poor","296","364"
"Severe","420.88","500"
"Severe","466.48","568"
"Severe","357.91","530"
"Severe","392.75","458"
"Severe","427.46","565"
"Severe","274.23","453"
"Very Poor","179.13","378"
"Very Poor","170.28","335"
"Very Poor","269.91","391"
"Severe","242.58","408"
"Very Poor","158.75","346"
"Very Poor","199","332"
"","307.27",""
"Severe","229.8","429"
"Very Poor","180.95","345"
"Very Poor","205.62","339"
"Severe","238.36","403"
"Very Poor","195.2","374"
"Very Poor","223.67","360"
"Very Poor","268.38","396"
"Severe","174.41","406"
"Very Poor","136.67","308"
"Very Poor","138.12","313"
"Very Poor","181.93","358"
"Very Poor","220.1","352"
"Very Poor","250.54","371"
"Severe","243.71","407"
"Severe","260.54","402"
"Severe","422.59","520"
"Severe","256.46","445"
"Very Poor","136.57","335"
"Very Poor","140.83","301"
"Very Poor","201.33","336"
"","151.79",""
"Very Poor","218.21","353"
"Severe","282.41","418"
"Severe","273.71","416"
"Very Poor","179.29","378"
"Poor","61.92","230"
"Moderate","88.58","144"
"Very Poor","174.62","304"
"Very Poor","135.36","321"
"Very Poor","155.23","315"
"Very Poor","172.17","331"
"Severe","348.58","429"
"Severe","263.04","419"
"Severe","277","442"
"Severe","290.88","443"
"Very Poor","110.38","336"
"Very Poor","146.47","304"
"","145",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","70.52",""
"Moderate","65.5","161"
"","",""
"","",""
"","",""
"","61",""
"","108.2",""
"Very Poor","120.12","309"
"Poor","89.54","254"
"Poor","161","241"
"Very Poor","99.37","325"
"Poor","80.47","248"
"Moderate","98.35","195"
"Very Poor","152.52","315"
"Very Poor","185.6","314"
"Very Poor","169.79","356"
"Poor","71.61","252"
"Moderate","97.92","190"
"","",""
"","70.14",""
"Poor","115.38","216"
"","86.64",""
"Poor","125.96","250"
"Very Poor","145.47","346"
"Poor","127.63","224"
"Very Poor","76.75","312"
"Moderate","98.03","198"
"Poor","113.14","215"
"Poor","116.57","287"
"Very Poor","253.65","326"
"","",""
"","133.93",""
"","106.58",""
"Very Poor","157.29","330"
"Poor","90.88","258"
"Poor","91.26","215"
"Moderate","106.36","199"
"Poor","105.55","256"
"Poor","98.16","226"
"Poor","114.5","272"
"Poor","84.86","299"
"Moderate","58.75","139"
"Satisfactory","83","100"
"Moderate","96.7","198"
"Poor","93.16","228"
"Poor","105.5","219"
"","230.97",""
"Severe","342","439"
"Very Poor","146.17","395"
"Poor","106.25","261"
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","67",""
"","81.75",""
"","84.56",""
"","37.5",""
"","46.12",""
"","56.35",""
"Satisfactory","45.22","91"
"Satisfactory","24.27","69"
"Satisfactory","48.47","77"
"Satisfactory","46.4","81"
"","49.56",""
"","37.23",""
"","71.67",""
"Moderate","53.04","128"
"Satisfactory","42.42","84"
"","42",""
"","59.5",""
"","71.12",""
"","94.8",""
"","128.78",""
"Very Poor","124.34","307"
"","114.65",""
"","88.38",""
"","84.43",""
"","",""
"","44.5",""
"","",""
"","106.42",""
"","148.2",""
"Very Poor","185.62","342"
"Very Poor","158.58","341"
"Very Poor","165.01","335"
"Very Poor","146.45","331"
"Very Poor","113.67","305"
"Poor","138.54","296"
"Satisfactory","43.54","73"
"Satisfactory","","75"
"","117.86",""
"","114.19",""
"Poor","111.81","286"
"Poor","115.11","276"
"Poor","112.84","289"
"Poor","147.55","286"
"Very Poor","246.45","354"
"Severe","296.86","430"
"Severe","318.54","439"
"Severe","263.01","429"
"Very Poor","192.85","372"
"Very Poor","173.11","345"
"Very Poor","166.83","341"
"Very Poor","106.35","314"
"Poor","109.71","250"
"Poor","110.19","233"
"Very Poor","136.59","306"
"Very Poor","165.27","310"
"Very Poor","181.46","360"
"Very Poor","136.75","322"
"Very Poor","210.4","335"
"Very Poor","262.21","398"
"Severe","203.29","406"
"Severe","305.93","406"
"Severe","348.67","474"
"Severe","284.45","447"
"Severe","237.81","407"
"Severe","300.46","431"
"Severe","339.2","438"
"Severe","401.35","480"
"Severe","414.58","550"
"Severe","279.39","457"
"Severe","296.04","415"
"Severe","335.71","446"
"Severe","363.93","481"
"Severe","275.48","465"
"Severe","226.61","407"
"","270.39",""
"Very Poor","195.21","387"
"Very Poor","215.61","366"
"Very Poor","244.8","385"
"Very Poor","182.27","378"
"Very Poor","127.78","314"
"Very Poor","140.22","308"
"Very Poor","179.33","336"
"Very Poor","244.25","365"
"Severe","279.72","406"
"Severe","302.05","441"
"","242.16",""
"Very Poor","205.39","391"
"Very Poor","179.74","346"
"Very Poor","235.52","364"
"Very Poor","260","393"
"","182.57",""
"Very Poor","217.84","375"
"Very Poor","310.21","363"
"Severe","391.54","533"
"Severe","265.55","438"
"Severe","269.49","409"
"Very Poor","198.35","396"
"Very Poor","282.47","371"
"Severe","227.69","440"
"","242.62",""
"Very Poor","277.9","395"
"Severe","257.28","418"
"Severe","235.51","403"
"Very Poor","249.54","388"
"Severe","322.31","432"
"Severe","247.38","438"
"Very Poor","207.29","379"
"Very Poor","216.37","364"
"Very Poor","249.93","377"
"Severe","260.02","405"
"Very Poor","191.93","399"
"Very Poor","210.23","358"
"Very Poor","191.17","353"
"Very Poor","201.14","391"
"Very Poor","181.73","322"
"Very Poor","163.57","370"
"Poor","114.39","266"
"Very Poor","168.88","310"
"Very Poor","202.77","360"
"Very Poor","197.48","367"
"Very Poor","172.43","359"
"Poor","114.95","300"
"Poor","110.07","280"
"Poor","141.28","241"
"Very Poor","250.32","382"
"Very Poor","201.07","381"
"Very Poor","264.93","364"
"Severe","272.9","448"
"Very Poor","214.56","390"
"Very Poor","197.7","361"
"Very Poor","153.21","342"
"Very Poor","106.65","309"
"Poor","80.12","215"
"Moderate","99.27","168"
"Poor","128.95","298"
"Poor","110.05","289"
"Poor","100.56","236"
"Poor","118.69","283"
"Very Poor","159.2","309"
"","182.73",""
"Very Poor","151.62","338"
"Very Poor","107.21","302"
"Moderate","94.82","198"
"Poor","137.62","297"
"Very Poor","153.9","316"
"Very Poor","165.68","332"
"Very Poor","156.35","333"
"Very Poor","162.34","331"
"Very Poor","184.38","341"
"Very Poor","214.8","369"
